place_id,place_name,review_id,name,reviewer_profile,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChdDSUhNMG9nS0VJQ0FnSUNYcVpUUnZBRRAB,Shashi Lal,https://www.google.com/maps/contrib/117181927647906957508/reviews?entry=ttu,4,"Good place is tourist place
Visited on
Public holiday

Wait time
No wait

Reservation recommended
No",6 minutes ago,2024-10-18T03:17:23,,,null,0,193,290,1,"Good place ttuuristt jgh hai
Visited on
Public holiday

Wait time
No wait

Reservation recommended
No",null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChZDSUhNMG9nS0VJQ0FnSUNYcWFpeU9REAE,MuHD NOuFAL,https://www.google.com/maps/contrib/117622262233562406194/reviews?entry=ttu,5,"Visiting Agra Fort was a great experience! It is a must visit place for anyone visiting Agra, offering a perfect blend of history, architecture and historical beauty. The every corner of this fort says something about ancient history. The views of the Taj Mahal from the fort were truly amazing.
Visited on
Weekday

Wait time
No wait",7 minutes ago,2024-10-18T03:16:23,,,null,0,127,1285,1,"Visited on
Weekday

Wait time
No wait",null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChZDSUhNMG9nS0VJQ0FnSUNYcWNDeVZBEAE,Rakesh Parmar,https://www.google.com/maps/contrib/103784983235457427620/reviews?entry=ttu,5,"Amazing place for history lovers
Visited on
Weekday

Wait time
Up to 10 min

Reservation recommended
Not sure",28 minutes ago,2024-10-18T02:55:23,,,null,0,29,41,1,"Visited on
Weekday

Wait time
Up to 10 min

Reservation recommended
Not sure",null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChZDSUhNMG9nS0VJQ0FnSUNYeVlfWGZBEAE,Pankaj Patel,https://www.google.com/maps/contrib/109602196053132188402/reviews?entry=ttu,5,Good,39 minutes ago,2024-10-18T02:44:23,,,null,0,19,31,1,null,null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChdDSUhNMG9nS0VJQ0FnSUNYeWZ2eDlnRRAB,saurabh tripathi,https://www.google.com/maps/contrib/102712275155974025343/reviews?entry=ttu,5,"Visited on
Weekend

Wait time
Up to 10 min

Reservation recommended
No",49 minutes ago,2024-10-18T02:34:23,,,null,0,4,null,,"Visited on
Weekend

Wait time
Up to 10 min

Reservation recommended
No",null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChdDSUhNMG9nS0VJQ0FnSUNYeWJ1UzRBRRAB,dilip thakur,https://www.google.com/maps/contrib/116490214888014826939/reviews?entry=ttu,5,,50 minutes ago,2024-10-18T02:33:23,,,null,0,2,null,,null,null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChZDSUhNMG9nS0VJQ0FnSUNYeWQ3MGJ3EAE,Shitesh Gupta,https://www.google.com/maps/contrib/110403416305869035213/reviews?entry=ttu,5,,an hour ago,2024-10-18T02:23:23,,,null,0,3,14,,null,null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChdDSUhNMG9nS0VJQ0FnSUNYeWNTbHRnRRAB,Ajit Rajput,https://www.google.com/maps/contrib/100687097203180519257/reviews?entry=ttu,5,,2 hours ago,2024-10-18T01:23:23,,,null,0,4,null,,null,null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChdDSUhNMG9nS0VJQ0FnSUNYeVppOGxBRRAB,Vinod Rohilla,https://www.google.com/maps/contrib/103942239454482533642/reviews?entry=ttu,4,"Visited on
Weekend

Reservation recommended
No",2 hours ago,2024-10-18T01:23:23,,,null,0,29,23,1,"Visited on
Weekend

Reservation recommended
No",null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChdDSUhNMG9nS0VJQ0FnSUNYOGIzTXJ3RRAB,tomato,https://www.google.com/maps/contrib/106811029005027265827/reviews?entry=ttu,5,"It was very spacious
If you visit the Taj Mahal on the same day, you can get a discount of 50 rupees on the entrance fee 
Visited on
Weekday

Wait time
10-30 min

Reservation recommended
Not sure",6 hours ago,2024-10-17T21:23:23,,,null,0,21,174,1,null,null
ChIJ6zs0kdRwdDkRdpUClMxcCmQ,Agra Fort,ChZDSUhNMG9nS0VJQ0FnSUNYOGVENVBnEAE,Hridi's World,https://www.google.com/maps/contrib/105096481361514660118/reviews?entry=ttu,5,"Wait time
1 hr+",7 hours ago,2024-10-17T20:23:23,,,null,0,1,null,,"Wait time
1 hr+",null
